mls_number	Originating_MLS	status	address	bedrooms	bathrooms	list_price	sold_price	pending_date	settled_date	county	township	subdivision	school_district	age	sqft	total_rooms	fireplace_yn	basement_yn	garage_yn	est_taxes	acres	tax_year	assessment	condo_hoa_yn	assoc_fee_freq	zip_code	unit_number	dom	remarks	picture_url	design	style	exterior	heat_cool_util	garage_parking	basement_type	attic	interior_features	exterior_features	unit_floor_number	living_room_dim	dining_room_dim	kitchen_dim	family_room_dim	main_bedroom_dim	second_bedroom_dim	third_bedroom_dim	fourth_bedroom_dim	sold_concess	soldterms	newconst_yn	sellerconcessions	cnty	dtmodified	pid	pmp	certifications	additionalbankowned	additionalthirdpartyapproval	additionalshortsale	sellerconcessionsamount	finalshortsale	finalthirdpartyapproval	finalbankowned	distance	AbovrGrIntSqFt	BelowGrIntSqFt	HomeBuilt	BasemtFtPrintPercent	BasemtFinPrintPercent	Laundry_room
6511835	TREND	STL	87 Andover Pl, Robbinsville, NJ	2	1.0	$165,000	$164,000	05/28/2015	06/26/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	28	1,080	5	Y	N	N	$4,375	0.00	2014	152400	Y	M	08691-3410		79	You will enjoy this sunny and bright first floor end unit condo in Andover Glen.  Open floor plan, Living Room with gas fireplace and mantle, excellent place to hang the large screen TV.  Dining Room with slider doors that open to the landscaped trees & serene setting.  2 bedrooms, 1 full renovated bath; master bedroom with walk-in organized closet;  newer carpeting throughout.  Mirrored closet doors in the second bedroom.  Bathroom has been redone, with new cabinets, fixtures and mirrors.  Move in Condition.  Bring your furniture and belongings.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6511835	1-Story	OtherStyle	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	NoGarage, ParkingLot	NoBasement		CableTVWired	Sidewalks, StreetLights, TennisCrt(s)	1	17 x 12	9 x 11	7 x 9		11 x 15	10 x 10			N	USDA	N		211	06/27/2015	601152883	79				False		False	False	False				N				
6513199	TREND	STL	29 North St, Robbinsville, NJ	3	2.1	$450,000	$455,000	02/01/2015	04/16/2015	Mercer County	Robbinsville Twp	Town Center	Robbinsville Twp	12	2,314	9	Y	Y	Y	$11,490	0.08	2014	400200	Y		08691-4140		4	Photos and information coming soon.		2-Story	Traditional	WoodExt, BrickExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	1-CarGarage, DetachedGar, 2-CarParking	FullBasement	AccessPanel				15 x 14	13 x 11	15 x 10	14 x 13	24 x 13	11 x 11	11 x 10		N	Conv	N		211	05/01/2015	601154247	4				False		False	False	False				N			11 x 5	
6513202	TREND	STL	54 Wyndham Pl, Robbinsville, NJ	2	2.0	$177,500	$174,000	02/12/2015	03/31/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	28	1,125	5	N	N	N	$4,622	0.00	2014	161000	Y	M	08691-3123		15	Beautiful two bedroom, two full bath condo in desirable Foxmoor! Prime location with wooded view off the rear balcony. Features include formal living room and dining room, eat in kitchen with plenty of cabinets and counter space. There is a separate laundry area and great counter space. Convenient to major routes and shopping	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6513202	2-Story	Colonial	VinylExt	GasHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	NoGarage, ParkingLot	NoBasement		StallShower	Sidewalks, StreetLights, TennisCrt(s)	2	16 x 15	11 x 9	10 x 9		14 x 13	10 x 10			N	Conv	N		211	04/15/2015	601154250	15				False		False	False	False				N				
6513654	TREND	STL	220 Bromley Pl, Robbinsville, NJ	3	2.1	$369,999	$369,000	03/02/2015	07/06/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	21	2,800		N	Y	Y	$9,512	0.08	2014	331300	Y	M	08691-3023		32	A Perfect 10 ! A Gorgeous Beauty that beckons **Cul-De-Sac location. **Private End Unit-** Backs to preserved land. **RARE WALK-OUT finished basement with a fenced in yard and porch.** Almost 2800 interior space(including basement) **1 year Top-of-the-line Samsung Stainless steel French door refrigerator . 1 year LG High Efficiency Washer Dryer. A spacious Breakfast Area w/Vaulted ceiling,skylights, slider to private deck balcony large enough to accommodate an outdoor gathering.Except the kitchen **Hardwood flooring spans the first floor & upstairs landing. **1 year old carpeting in bedrooms. **Walk-in closets in Master & Guest bedrooms & Dual closets in 3rd bedroom. 2nd level bathtub & shower lie adjacent to guest room. Plenty of closets for storage.**Finished basement is designed as a multi-functional space with a room that can be used as a home-office or play area. This warm & welcoming home is surprising for the interior space, adapting well to the changing needs of the homeowner. An optimum location for commute to Princeton,Philly or Manhattan & a short drive to NJ Transit Hamilton & Princeton Junction Trains.The accessibility of the town home is enhanced by Rt295,Rt130,Rt 95 & Rt 1, being conveniently nearby. Highly rated Robbinsville schools complete the perfect 10 ! Schedule a viewing today to discover how this townhouse  fulfills your perfect 10 for a Dream Home !	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6513654	2-Story	Colonial	VinylExt	GasHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	2-CarGarage, Att/BuiltInG, 2-CarParking	FullBasement		SecuritySys, Skylight(s), CeilngFan(s), CableTVWired	Sidewalks, Fencing, SatelliteDsh		15 x 14		20 x 18	18 x 18	18 x 20	16 x 16	12 x 14		N	Conv	N		211	07/21/2015	601154702	32				False		False	False	False				N			6 x 10	
6514272	TREND	STL	24 Beacon Ct, Robbinsville, NJ	3	1.1	$242,000	$230,000	02/18/2015	03/31/2015	Mercer County	Robbinsville Twp	Candlewood	Robbinsville Twp	25	1,408	6	Y	N	N	$6,534	0.04	2014	227600	Y	M	08691-3026		17	Welcome to this desirable 3-bedroom town home in Candlewood section, Foxmoor. Many updates including newer windows (approx. 2 years), newer roof (approx. 5 years), HVAC (approx. 1 year), water heater (2007). Kitchen was upgraded with Corian counters, equipped with newer stainless steel appliances. Sunny and spacious living and dining room has newer floors. Wood burning fireplace and triple French doors lead you to the rear fenced-in patio overlooking common green space. Main floor laundry has newer Washer & Dryer. Both bathrooms have been fully upgraded. You can move right in to this model home. Excellent Robbinsville school district. Walking distance to Pond Road Middle School and High School. Close to Clubhouse, tennis court and Swimming Pool. Easy commute to major highways and turnpikes. Priced to Sale!! Building Orientation: East.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6514272	2-Story	Colonial	VinylExt, BrickExt, ShingleExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	NoGarage, Asgn/DeedPrk	NoBasement		CableTVWired, EnrgyEfficntWdws	Sidewalks, UndrgrndElec		20 x 12	12 x 11	11 x 10		16 x 12	12 x 10	11 x 10		N	Conv	N		211	04/15/2015	601155320	17				False		False	False	False				N			0 x 0	
6515106	TREND	STL	213 Wyndham Pl, Robbinsville, NJ	2	1.0	$174,900	$169,900	05/27/2015	07/27/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	28	983	5	N	N	N	$4,306	0.00	2014	150000	Y	M	08691-3139		115	Exceptional 2 bedroom 1 bath 1st Floor Wyndham Place Condo. Features include; Formal living room w/ custom flooring, wall to wall carpet & bay window. Dining area draped in gleaming hardwood. Impressive kitchen featuring custom Corian counter tops, ceiling fan & full appliance package. Master bedroom fitted with wall to wall carpet & oversize walk in closet. Main bath w/ tile tub/shower combo, tile floor &  custom Corian sink w/ updated vanity. 2nd bedroom is currently utilized as a home office. Custom screened porch, tilt in Anderson windows, new interior doors, updated utilities & outside storage finish this one of a kind home.  Minutes from the Hamilton Train Station & all major roadways. Walk to schools, shopping, Town Center & public transportation.  Prime Location!!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6515106	1-Story	Colonial	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	NoGarage, 2-CarParking	NoBasement				1	0 x 0	0 x 0	0 x 0		0 x 0	0 x 0			N	Conv	N		211	07/27/2015	601156154	115				False		False	False	False				N				
6516363	TREND	STL	54 Eldridge Dr, Robbinsville, NJ	3	2.1	$434,900	$420,000	02/18/2015	04/02/2015	Mercer County	Robbinsville Twp	Carriage Walk	Robbinsville Twp	16	1,999	8	N	N	Y	$11,208	0.12	2014	390400	Y	M	08691-3463		14	Why Live In A Townhome When You Can Live In A Single Family Home...Desirable Carriage Walk home. Sits on a prime wooded lot entering into a cul-de-sac. You are invited into a beautifully maintained bright and open 3 bedroom 21/2 bath home that takes on a décor of elegance with its neutral designer colors and tastefully designed molding throughout. Vaulted living room open to dining room. Eat in kitchen leading into spacious family room with cathedral ceilings. The upper level features 3 bedrooms, a laundry room with newer washer and dryer for your convenience. The Attic is floored and ready for storage, as well as a two car attached garage filled with cabinets allowing more space.  Sixteen years of age home has been kept and maintained and updated with pride of ownership. Enjoy the amenities of a maintained community for all. Pools, Tennis Courts, Playgrounds, Club House, and Walking distance to our lakes and Town Center!  Excellent Schools. E-Z Commute to highways and all major transportation. PRICED TO SELL.... One Year Home Warranty!! BRING IN ALL OFFERS!!! Motivated Sellers	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6516363	2-Story	Contemporary	VinylExt	GasHeat, HotWaterHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	2-CarGarage, Att/BuiltInG, GarDoorOpner, 2-CarParking, DrivewayPrk	NoBasement	PullDnStairs	Cathedral/Va, 9Ft+Ceiling, CeilngFan(s), AirFilterSys, StallShower, EnrgyEfficntWdws	Sidewalks, StreetLights, LawnSprinklr, PlayEquipmnt, UndrgrndElec, ExteriorLght		15 x 13	13 x 13	22 x 12	17 x 15	15 x 14	13 x 11	12 x 10		N	Conv	N		211	04/17/2015	601157411	14				False		False	False	False				N				
6516506	TREND	STL	1 Gail Ct, Robbinsville, NJ	3	2.1	$299,999	$305,000	02/16/2015	04/10/2015	Mercer County	Robbinsville Twp	Sharon Mews	Robbinsville Twp	28	1,968	7	Y	N	Y	$7,867	0.10	2014	274000	Y	M	08691-1336		12	Well-maintained end-unit located in Robbinsville's desirable Sharon Mews development. This large end-unit townhome has the size and feel of a single family home with the benefits of a low-maintenance townhome community. It boasts its own fenced in yard and large 16 x 16 deck that are great for entertaining. This gem also has plenty of recent upgrades including newer windows (2011), A/C unit (2009), carpet/flooring (2009), painting (2009), updated kitchen (2012), and master bath (2011), stove (2013), refrigerator (2014), washer/dryer (2014) (negotiable), and more. Huge Master Bedroom suite offers lots of space for king size bed and sitting area. The two additional bedrooms are bright and spacious. Family room features newer carpet, vaulted ceiling, gas fireplace, ceiling fan, and sliding glass door to the deck. 1st floor Laundry room and powder room. One-car garage and driveway allows for plenty of parking along with an abundance of street parking bordering the property. Don't miss this opportunity. Robbinsville schools. Close to Highways RT 130, RT 295, RT 33, Turnpike.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6516506	2-Story	Colonial, EndUnit/Row	VinylExt, BrickExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer, 100-150AmpEl, CircBreakers	1-CarGarage, Att/BuiltInG, InsideAccess, GarDoorOpner, 1-CarParking, StreetParkng, DrivewayPrk, ParkingLot, Private, Shared	NoBasement	PullDnStairs	Cathedral/Va, CeilngFan(s), CableTVWired	Sidewalks, Fencing, UndrgrndElec		17 x 15	11 x 11	15 x 12	19 x 12	23 x 17	14 x 13	12 x 10		N	Conv	N		211	04/25/2015	601157554	12				False		False	False	False				N				
6516767	TREND	STL	21 Amberfield Rd, Robbinsville, NJ	3	2.1	$469,900	$449,000	02/28/2015	06/18/2015	Mercer County	Robbinsville Twp	Washington Leas	Robbinsville Twp	21	2,358	8	Y	Y	Y	$13,215	0.52	2014	460300	Y	A	08691-3637		30	"Charming" best describes this beautifully maintained home. Each room has been tastefully decorated and updated by the owners. The spacious entry foyer has decorative tiles leading to the gourmet kitchen, updated with Thomasville cherry cabinets, stainless contemporary handles, granite countertops, stainless appliances, and pendant lighting over the peninsula. From the breakfast room, enjoy the expansive fenced in back yard with in ground pool, waterfall and custom lighting. There is a hot tub for all year enjoyment off the newly refurbished cedar deck. The family room as been recently painted, volume ceiling with skylights, newer wood laminate flooring and wood burning fireplace w/mantle. From the kitchen you have a formal dining room looking onto the formal living room. Upstairs is a Master suite w/master bath, 2 additional large bedrooms and hall bath. Downstairs you have a full finished recreation area and separate office. Two car attached garage and front porch grace this wonderful home.  Call now for an appointment...this one is a treat for the eyes as well as the heart. Close to highways, schools and shopping an added bonus!!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6516767	2-Story	Colonial	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	2-CarGarage, Att/BuiltInG, 2-CarParking, StreetParkng, DrivewayPrk	FullBasement	AccessPanel	Skylight(s), Cathedral/Va, CableTVWired	Sidewalks, StreetLights, Fencing		13 x 16	12 x 11	8 x 10	12 x 18	17 x 13	12 x 12	12 x 13		N	Conv	N		211	07/03/2015	601157815	30				False		False	False	False				N				
6517537	TREND	STL	8 Abbington Ln, Robbinsville, NJ	4	2.1	$469,900	$470,000	02/22/2015	05/20/2015	Mercer County	Robbinsville Twp	Carriage Walk	Robbinsville Twp	15	2,311	8	Y	Y	Y	$12,205	0.11	2014	425100	Y	M	08691-3465		16	Beautiful 4 bedroom 2.5 bath home located in the Carriage Walk neighborhood in Robbinsville, NJ.  This home is located adjacent to the Town Center and affords walk-ability to all that is available in this area, including parks, shops, restaurants and schools.  Also, this is an excellent location for commuting to the Hamilton or Princeton Junction train stations, and I-195, I-295, Route 130 and the NJ Turnpike are nearby.  This home offers a two story foyer, living room, dining room and spacious family room, all with hardwood flooring.  The kitchen includes a breakfast area and has been updated with granite counters, ceramic tile flooring, tile back splash and stainless steel appliances.  A half bath is also conveniently located on the 1st floor.  The backyard is complete with a fence and patio.  The master suite includes a walk-in closet, a second closet and bath with upgraded vanity tops, faucets, soaking tub and shower.  Three more bedrooms and a hall bath with upgraded, granite vanity top and convenient 2nd floor laundry complete this wonderful home.  Additional features include newer windows on 2nd floor, two zone heat and an attached 2 car garage.  Community offers 2 pools and clubhouse, tennis courts, playgrounds, snow removal and lawn sprinklers. Make an appointment to tour this great home today.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6517537	2-Story	Colonial	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	2-CarGarage, 2-CarParking	FullBasement	PullDnStairs				12 x 17	12 x 13	10 x 17	15 x 17	13 x 15	10 x 11	10 x 12	10 x 12	N	Conv	N		211	06/04/2015	601158585	16				False		False	False	False				N				
6517634	TREND	STL	2 N Commerce Sq 201, Robbinsville, NJ	2	2.0	$275,000	$275,000	02/14/2015	04/10/2015	Mercer County	Robbinsville Twp	Town Center	Robbinsville Twp	7	1,552	5	N	N	N	$7,304	4.17	2014	254400	Y	M	08691-4223	201	8	This elegant Loft home is modern living at its best. Located in the heart of Town Center in desirable Robbinsville, this rare two bedroom unit has a den that could be a home office or a formal dining room! Throughout this home you will find gorgeous hardwood floors and large windows that add lots of natural sunlight to the home. The main living space is comprised of a spacious living room and a dining area. The gourmet kitchen features upgraded granite counters with breakfast bar area, a glass tile backsplash, and GE Profile stainless steel appliances. The main bedroom is an oasis with lot of closet space and a lavish master bath that includes a soaking tub, upgraded vanity and beautiful walk in shower. Located on the first floor of this building are the community room and gym- you are just an elevator ride away from your workout! The closets in both bedrooms and the foyer have been organized with California Closet systems and there is a storage unit in the basement of the building. The owner is offering one year of the association fees and a quick closing is possible. Town Center offers shopping, restaurants and a market. Located minutes from the Hamilton Train Station, the NJ Turnpike, Route 130, Route 295 and Route 1, commuting is easy form this luxurious home. Conventional financing is available.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6517634	1-Story	Contemporary	BrickExt, SyntheticStucco	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	NoGarage, 1-CarParking, Asgn/DeedPrk, ParkingLot	NoBasement		9Ft+Ceiling, CableTVWired	Sidewalks, StreetLights	2	19 x 13	19 x 9	11 x 9		19 x 12	16 x 12			N	Conv	N		211	04/25/2015	601158682	8				False		False	False	False				N			0 x 0	
6518586	TREND	STL	137 Heritage St, Robbinsville, NJ	3	3.1	$382,900	$385,000	03/12/2015	05/27/2015	Mercer County	Robbinsville Twp	Washington Twn Ctr	Robbinsville Twp	13	1,756		N	Y	Y	$10,261	0.06	2014	357400	Y		08691-4100		32	Welcome to this beautiful 3 bedroom 3 1/2 bath town home located in desirable Washington town center. This home is truly move in condition. Upon entering you will be delighted by the hardwood floors throughout the entire first floor. A few of the upgrades include crown molding,chair rail, corian counter tops,recessed lighting,stainless steel stove,dishwasher and microwave.  Every bedroom offers it's own private bath and spacious closets. The master bedroom has a walk in closet an upgraded master bath with double sinks. The basement is partially finished with endless possibilities and still plenty of storage space available. Outside you will enjoy the paved patio yard that is fully fenced with a detached garage. This is maintenance free living at it's best. Walk to the lake or park which is only minutes away. Conveniently located to all major highways,shops and Hamilton train-station with easy access to New York & Philadelphia.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6518586	3+Story	Colonial	BrickExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	1-CarGarage, DetachedGar, 3+CarParking, StreetParkng, Private	FullBasement	AccessPanel	9Ft+Ceiling, CeilngFan(s), CableTVWired	Sidewalks, StreetLights, Fencing, ExteriorLght		14 x 11	12 x 10	15 x 18	12 x 11	14 x 14	14 x 13	11 x 11		N	Cash	N		211	06/11/2015	601159634	32				False		False	False	False				N				
6520652	TREND	STL	212 Union St, Robbinsville, NJ	4	2.1	$479,000	$484,500	02/19/2015	06/15/2015	Mercer County	Robbinsville Twp	Washington Twn Ctr	Robbinsville Twp	9	2,396	9	Y	Y	Y	$11,366	0.10	2014	395900	Y		08691-4210		7	Beautifully updated, brick front home in Robbinsville is a must see! This home greets you with its spacious, two-story foyer and sprawling custom cherry wood floors flowing throughout the first floor! To the right of the foyer you will find the formal living room and to the left is the formal dining room nicely finished with crown molding and a chair rail. Follow those gorgeous cherry wood floors into the sun-filled eat-in-kitchen which offers a bay window, granite countertops, 42" upgraded cabinets, center island with breakfast bar, stainless steel appliances, and recessed lighting! The family room provides a cozy retreat with a fireplace with wood surround, recessed lighting and a ceiling fan. Upstairs you will find the master bedroom with a ceiling fan and master bath with Jacuzzi tub, dual vanity, ceramic tile and recessed lighting. There are 3 more bedrooms on this level and a main bathroom. The fenced in back yard offers a patio area perfect for outdoor dining.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6520652	2-Story	Colonial	VinylExt, BrickExt	GasHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	1-CarGarage, DetachedGar, 1-CarParking	FullBasement			Sidewalks, StreetLights, Fencing		13 x 14	12 x 11	23 x 13	15 x 13	14 x 18	11 x 14	10 x 12	13 x 15	N	Conv	N		211	06/30/2015	601161700	7				False		False	False	False				N				
6520736	TREND	STL	29 Chippin Ct, Robbinsville, NJ	2	1.1	$198,900	$199,000	04/17/2015	06/10/2015	Mercer County	Robbinsville Twp	None Available	Robbinsville Twp	26	1,232	5	Y	N	N	$6,411	0.04	2014	223300	Y	M	08691-3041		65	Upgraded 2 bedroom townhouse in desirable Foxmoor.  Just reduced over $10,000. Property features 2 bedrooms, 1.5 baths, living room/dining combo with fireplace, eat in kitchen.  Property has recently been painted, carpeted and new kitchen installed!  This is a FannieMae Homepath property.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6520736	2-Story	Colonial, EndUnit/Row	VinylExt, BrickExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	NoGarage, 1-CarParking, Asgn/DeedPrk	NoBasement					0 x 0	0 x 0	0 x 0		0 x 0	0 x 0			N	Conv	N		211	06/25/2015	601161784	65				False		False	False	True				N			0 x 0	
6520830	TREND	STL	3 Newtown Blvd, Robbinsville, NJ	3	2.1	$444,900	$430,000	03/04/2015	04/24/2015	Mercer County	Robbinsville Twp	Washington Twn Ctr	Robbinsville Twp	13	2,225	8	N	Y	Y	$10,881	0.09	2014	379000	Y		08691-4109		19	A rare opportunity to own this specious, open floor plan home in beautiful Washington Town Center. First floor boasts a double entry foyer, upgraded hardwood floors in foyer, living room, dining room, office and stairs. Brand new carpeting in family room. Kitchen with granite counter tops, upgraded cabinets and beautiful tile flooring. Office on first floor. An expanded master bedroom with large, sun drenched master bath and large his and hers walk in closets. Also, two more bedrooms and full bath.  Other amenities include a full basement, brand new, maintenance free, vinyl privacy fence, brick patio and one car garage. This home is in a very nice location within comfortable walking distance to shopping and dining. Easy access to Train station and all major highways.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6520830	2-Story	EndUnit/Row	VinylExt, BrickExt	GasHeat, HotAirHeat, CentralAir, ElectricHtWt, PublicWater, PublicSewer	1-CarGarage, 2-CarParking	FullBasement		SecuritySys, 9Ft+Ceiling, CableTVWired	Sidewalks, StreetLights, Fencing, UndrgrndElec		14 x 13	11 x 11	24 x 21	15 x 13	19 x 21	14 x 11	12 x 10		N	Conv	N		211	05/09/2015	601161878	19				False		False	False	False				N			0 x 0	
6521461	TREND	STL	21 Devon Ct, Robbinsville, NJ	2	2.1	$218,000	$209,000	05/17/2015	06/26/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	27	1,432	5	N	N	N	$6,554	0.04	2014	228300	Y	M	08691-3102		91	Great Location! This Dunhill Model in the Notting Hill section of Foxmoor boasts 2 large Bedrooms and 2 1/2 Baths.  Modern Eat-In Kitchen with manufactured granite countertops and modern appliances.  The Living Room/Dining Room area leads to a fenced in patio!  New carpeting in Master Bedroom and hardwood floors in Living Room/Dining Room.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6521461	2-Story	Colonial	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	NoGarage, ParkingLot	NoBasement			Sidewalks, Fencing		16 x 13	11 x 9	9 x 6		19 x 12	17 x 11			N	Cash	N		211	07/11/2015	601162509	91				False		False	False	False				N				
6521465	TREND	STL	18 Andover Pl, Robbinsville, NJ	2	2.0	$225,000	$225,000	04/24/2015	06/10/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	28	1,080		Y	N	N	$4,476	0.00	2014	155900	Y	M	08691-3403		72	With ease of access in front location, new on the market is this desirable 2 bedroom/2 full bath Foxmoor Condo home with Loft.  This special unit is loaded with upgrades like all new windows, appliances and sliding glass door to the balcony and storage.  Walk up to the beautiful main level with hard wood floors, wood burning fireplace and cathedral ceilings.  The new lush carpeting was replaced in 2014, as was the hot water heater.  The master bedroom boasts a generous walk-in closet and another full size closet.  The master bath features beautiful tiling with a tub and separate shower stall.  There is also a laundry room off of the kitchen, for convenience.  You can then walk up to a spacious loft, which is perfect as an office or den.  It boasts a walk-in closet and full attic besides, for plenty of storage space.  In the Foxmoor community you can also enjoy the grand clubhouse, tennis and two salt water pool facilities.  This home is in move-in condition, freshly painted and ready for its new owners.  Come and see for yourself all that Foxmoor and this great condo unit have to offer.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6521465	2-Story	Contemporary, LoftWithBdrms	VinylExt	GasHeat, HotAirHeat, CentralAir, ElectricHtWt, PublicWater, PublicSewer, 100-150AmpEl	NoGarage, ParkingLot	NoBasement	WalkUpAttic, AccessPanel, FlooredAttic	Cathedral/Va, CeilngFan(s), CableTVWired, StallShower, EnrgyEfficntWdws	Sidewalks, StreetLights, TennisCrt(s)	2	20 x 12	12 x 11	10 x 10		12 x 12	10 x 10			Y	FHA 203(b)	N		211	06/18/2015	601162513	72				False	7000	False	False	False				N				
6521540	TREND	STL	1279 Park St, Robbinsville, NJ	3	2.1	$384,900	$378,000	03/13/2015	05/11/2015	Mercer County	Robbinsville Twp	Town Center	Robbinsville Twp	13	1,708		N	Y	Y	$10,126	0.07	2014	352700	Y		08691-4120		26	Pristine brick front town home with park view! Freshly painted and all new flooring throughout the entire home! Located in Robbinsville's "Town Center", just steps away from Electric Park and the Dog Run. This 3 bedroom 2.5 bath home features spacious open floor plan, hardwood floors in the entire first floor & 9ft ceilings. The sun lit kitchen is upgraded with Corian countertops, large pantry, updated appliances and complete with a butcher block island. Spacious master bedroom features a large walk-in closet and full bathroom with double sinks. Two more large bedrooms, laundry room and full bath complete the second floor. There is plenty of storage space in this home with every closet upgraded with organizers making it effortless to stay organized, as well as the 1 car garage & full basement with high ceilings. High efficiency utilities including a newer A/C unit. Fully fenced in yard and located within walking distance to the town center restaurants and shops. Minutes to major transportation and highly acclaimed Robbinsville schools make this a smart choice. Walk to lakes, parks, restaurants and shops!! An easy commute to New York City and Philadelphia, and just minutes from the Hamilton train station!  Home is currently occupied by tenants.  Tenants request 45-60 days for earliest closing.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6521540	2-Story	Traditional	BrickExt	GasHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	1-CarGarage, GarDoorOpner, 1-CarParking, StreetParkng, DrivewayPrk	FullBasement		SecuritySys, 9Ft+Ceiling, CeilngFan(s), CableTVWired			14 x 13	14 x 10	13 x 7	11 x 10	13 x 13	12 x 11	11 x 11		N	Conv	N		211	05/26/2015	601162588	26				False		False	False	False				N				
