mls_number	Originating_MLS	status	address	bedrooms	bathrooms	list_price	sold_price	pending_date	settled_date	county	township	subdivision	school_district	age	sqft	total_rooms	fireplace_yn	basement_yn	garage_yn	est_taxes	acres	tax_year	assessment	condo_hoa_yn	assoc_fee_freq	zip_code	unit_number	dom	remarks	picture_url	design	style	exterior	heat_cool_util	garage_parking	basement_type	attic	interior_features	exterior_features	unit_floor_number	living_room_dim	dining_room_dim	kitchen_dim	family_room_dim	main_bedroom_dim	second_bedroom_dim	third_bedroom_dim	fourth_bedroom_dim	sold_concess	soldterms	newconst_yn	sellerconcessions	cnty	dtmodified	pid	pmp	certifications	additionalbankowned	additionalthirdpartyapproval	additionalshortsale	sellerconcessionsamount	finalshortsale	finalthirdpartyapproval	finalbankowned	distance	AbovrGrIntSqFt	BelowGrIntSqFt	HomeBuilt	BasemtFtPrintPercent	BasemtFinPrintPercent	Laundry_room
6533866	TREND	STL	11 Abby Ct, Robbinsville, NJ	3	2.1	$250,000	$250,000	05/13/2015	06/25/2015	Mercer County	Robbinsville Twp	Sharon Mews	Robbinsville Twp	28	1,677	10	N	N	Y	$6,971	0.05	2014	242800	Y	M	08691-1335		62	Great Location: High and dry, backs to open space, quite court yard, R-Ville Schools. Newly renovated (Windows, Ext Doors, kitchen, baths, flooring, freshly painted), 3 BRM, 2.5 bath w/ garage! Dare to compare. Home Warranty Included, Not a Short Sale, so quick close is possible. Across from Miry Run Country Club. Students K-12 are bused to all public schools.  Enjoy cooking and entertaining with new Cherry Cabinets, Granite Counter tops and tile floors for easy clean-up ans style.  Robbinsville is centrally located between NYC and Philly. Commute via Hamilton & Princeton Junction train stations on the North East Corridor Line to Manhattan.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6533866	2-Story	Colonial	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer, CircBreakers	1-CarGarage, Att/BuiltInG, 1-CarParking, DrivewayPrk, ParkingLot	NoBasement		CeilngFan(s), CableTVWired, EnrgyEfficntWdws, ReplacementWdws	Sidewalks, StreetLights		19 x 13	11 x 10	14 x 8		12 x 11	12 x 11	12 x 11		N	Conv	N		211	06/25/2015	601174912	62				False		False	False	False				N				
6534864	TREND	STL	29 Edgewood Rd, Robbinsville, NJ	3	1.2	$289,000	$260,000	05/20/2015	06/18/2015	Mercer County	Robbinsville Twp	Hillside Terrace	Robbinsville Twp	42	1,552		N	Y	Y	$11,053	0.41	2014	385000	Y		08691-1130		66	This home was loved for many years but now its time for some " innovative homeowners'.... Custom built in 1973!  Hardwood flooring is found on the entire first floor! Roof is 3 years old, with new gutters and leaf protectors, windows are newer also.  Steel beam construction! Convenient loft area on the 2nd floor adds an extra guest room, as well as reading, hobbies or just quiet seclusion - also includes a 1/2 bath! Beautiful neighborhood for your family to enjoy!  Bring your imagination and creativity! This home is a custom built home with good bones - in need of some renovations to make it come alive again!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6534864	2-Story	Traditional	Alu/SteelExt, WoodExt, StoneExt	OilHeat, HotWaterHeat, BaseboardHea, CentralAir, OilHotWater, PublicWater, PublicSewer, 100-150AmpEl	1-CarGarage, Att/BuiltInG, 3+CarParking	FullBasement		Attic/HseFan, CableTVWired, ReplacementWdws			14 x 14	14 x 12	12 x 18		14 x 12	11 x 12	11 x 11		N	Cash	N		211	07/03/2015	601175910	66				False		False	False	False				N			5 x 10	
6534875	TREND	STL	35 Hamton Ct E, Robbinsville, NJ	4	2.1	$475,000	$462,500	05/25/2015	07/06/2015	Mercer County	Robbinsville Twp	Sandlewood	Robbinsville Twp	23	2,402		Y	Y	Y	$13,499	0.87	2014	470200	Y	A	08691-3640		72	Beautifully maintained and updated center hall colonial in the Sandlewood Development in Robbinsville Township.  This home has 4 spacious bedrooms and 2.5 baths.  A large, 2 story foyer welcomes you into the home.  The large living room, dining room and family room all have hardwood floors.  In the kitchen you will find updated tile flooring, appliances and light fixtures.  An updated powder room off of the foyer completes the 1st floor.  The master bedroom has two walk in closets, bamboo flooring and a fully renovated master bathroom.  The master bath has 2 sinks with granite counter, tile shower stall and soaking tub.  The bamboo flooring continues into the hallway and into one of the other bedrooms.  Two other bedrooms have updated carpeting, and these 3 bedrooms share the hall bathroom.  You'll enjoy the convenience of the 2nd floor laundry.  A full basement is ready to be finished.  In the back yard is a deck for entertaining your guests, and the park-like yard is very private.  Other features of this home include recessed lights and a gas fireplace in the family room, a home security system and a lawn sprinkler system in the front yard.  The roof is newer and the furnace and central air conditioner are less than 1 year old.  This home is neat and clean and move-in ready.   Make an appointment to tour it today.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6534875	2-Story	Colonial	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	2-CarGarage, Att/BuiltInG, 3+CarParking	FullBasement		SecuritySys	Sidewalks, StreetLights		20 x 14	14 x 12	12 x 9	22 x 14	18 x 14	15 x 11	12 x 10	11 x 10	N	Conv	N		211	07/21/2015	601175921	72				False		False	False	False				N				
6537242	TREND	STL	112 George St, Robbinsville, NJ	5	2.1	$567,600	$550,000	04/17/2015	07/01/2015	Mercer County	Robbinsville Twp	Town Center	Robbinsville Twp	10	3,576		Y	Y	Y	$15,027	0.10	2014	523400	Y		08691-4176		38	Much sought after Town Center Carriage V11 Model. 5 bedrooms 2.5 baths with upgrades galore. Upon entering you will be greeted by custom hardwood floors throughout the entire main level. Kitchen has upgraded granite counters that continue as the back-splash. Upgraded GE profile appliances. recessed lighting, beautiful pendant lights. Family room with a gas fireplace. Dining room offers crown molding and columns. One bedroom on the main level and four spacious bedrooms on the second level. Upstairs you will be greeted with a loft area. The master suite with double entrance doors, walk-in closet and a gorgeous bath with all the upgrades, corian counters, soaking tub shower stall ect.   The basement is finished with so much additional space. There is a craft area with sink, cabinets and counters, a game room and an additional family room. The is a generous section for storage as well.(this could easily be converted into a very private in-law suite) Outside you will enjoy the beautiful EP Henry pavered patio with sitting wall and new 6 ft. maintenance free fence surrounding the yard. A 2 car attached garage for your convenience. As if that were not enough this home is equipped with solar panels that keep your energy cost down. You will be pleasantly surprised.  The sun rises in front of this lovely home with upgraded full front porch which brings in much welcome sunlight and sets upon the back. Please see uploaded documents for additional information.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6537242	2-Story	Colonial, LoftWithBdrms	VinylExt, BrickExt	GasHeat, SolarHeat, HotAirHeat, CentralAir, EnrgyEffcCooling, GasHotWater, PublicWater, PublicSewer, 200-300AmpEl	2-CarGarage, Att/BuiltInG, 3+CarParking, StreetParkng	FullBasement	AccessPanel, NonUseAttic	SecuritySys, 9Ft+Ceiling, CeilngFan(s), CableTVWired	Sidewalks, StreetLights, Fencing, ExteriorLght		15 x 12	13 x 13	13 x 11	18 x 15	18 x 18	15 x 12	15 x 10	15 x 10	N	Conv	N		211	07/16/2015	601178288	38				False		False	False	False				N			12 x 8	
6538574	TREND	STL	7 Lambert Ln, Robbinsville, NJ	3	1.1	$425,000	$415,000	05/15/2015	06/30/2015	Mercer County	Robbinsville Twp	None Available	Robbinsville Twp	48	1,928	7	Y	Y	Y	$12,529	0.76	2014	436400	Y		08691-1143		56	Beautifully upgraded and meticulously maintained ranch home located in much sought after Robbinsville.  A new driveway and paver walkway greet you to a full length porch overlooking a very serene and quiet neighborhood setting.  Step inside and a slate foyer greets you and overlooks into a large and inviting living room with full brick fireplace, triple windows and gleaming hardwood floors throughout.  Entertain effortlessly with floor plan that flows into a chef's dream kitchen!  Recently renovated with 42" cabinets, upgraded granite counters, professional Jen Air Stove, double sink that overlooks a park-like backyard setting, under mount cabinet mood lighting, designer backsplash, SS appliances, wine bar and a peninsula island with seating for four! Upgraded kitchen porcelain tile extends to a cozy family room that has access to the backyard and steps away from a renovated half bath.  Three generously sized bedrooms; master bedroom features two closets and has access to hall bath.  Main bath is gorgeous with spa-like fixtures; dual upgraded granite vanities, and tastefully completed for the fussiest buyer.  A full basement gives ample space for storage, bilco doors allow homeowners to add compliant living space or ease of storing outdoor furnishings.  Full basement also has an area outfitted for a office space plus space for a gym or man-cave.  All of this situated on a beautiful property with mature landscapes, open space, well planned low maintenance  perennial gardens, and above ground swimming pool with newer liner - enjoy .76 acres!  Special highlights are new roof (2014), new energy efficient AC (2013), new driveway,  new side entry garage door and baseboard heat!  Close to all major roadways for ideal commute and Robbinsville top rated schools!  See this today!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6538574	1-Story	Ranch	VinylExt, BrickExt	GasHeat, BaseboardHea, CentralAir, GasHotWater, PublicWater, PublicSewer, 200-300AmpEl	2-CarGarage, Att/BuiltInG, InsideAccess, GarDoorOpner, 3+CarParking, StreetParkng, DrivewayPrk	FullBasement	PullDnStairs	CeilngFan(s), CableTVWired, WaterConserv Apl	StreetLights, ExteriorLght		22 x 15		14 x 12	20 x 12	16 x 12	14 x 11	14 x 11		N	Conv	N		211	07/15/2015	601179620	56				False		False	False	False				N				
6540653	TREND	STL	22 Oak St, Robbinsville, NJ	2	1.0	$12,499	$8,250	04/24/2015	05/04/2015	Mercer County	Robbinsville Twp	None Available	Robbinsville Twp	50			N	N	N	$	0.00	2014	0	Y		08691		41	Welcome to Mercer Mobile homes in Robbinsville. Built in 1965 This 55'x12'  2 bedroom and 1 bath mobile home has new hot water heater and newer windows . Exterior was painted  3.5 years ago and roof was coated last year . This mobile home is selling as is but in good condition , it includes 2 a/c units as well as some furniture . Priced to sell . Monthly rent is 511.26.Utilities (gas &electric) are separate. Bring us your offer ..	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6540653	1-Story	SingleWide	Alu/SteelExt, VinylExt	GasHeat, HotAirHeat, Wall/WndowAC, GasHotWater, PublicWater, PublicSewer, 100-150AmpEl	NoGarage, 1-CarParking	NoBasement					13 x 11		11 x 9		11 x 10	10 x 9			N	Cash	N		211	05/19/2015	601181699	41				False		False	False	False				N				
6541476	TREND	STL	131 Ely Crescent, Robbinsville, NJ	3	2.1	$449,900	$445,000	04/09/2015	05/27/2015	Mercer County	Robbinsville Twp	Washington Twn Ctr	Robbinsville Twp	13	2,342	8	N	Y	Y	$11,183	0.08	2014	389500	Y		08691-4135		16	Not To Be Missed! Fantastic North East Facing Traditional Town Home In Desirable Washington Town Center!  Great 2-story, end unit Townhome VI model with full front porch and large professionally landscaped yard!  Vintage architecture meets the modern convenience of a planned community and Washington Town Center offers the best of small-town America in historic Robbinsville. This 2300 SF home boasts 'entertainment friendly' floor plan and walkable neighborhood reminiscent of a bygone era. Room for all with 3 generous bedrooms, 2 ½ baths and spacious breakfast room off the kitchen with sliding French door to the large fenced in backyard and detached one car garage. Kitchen has professional grade stainless steel appliances, cherry cabinets and new dishwasher.  Wood floors throughout  the entire first floor, stairs and upper hallway. Master bedroom features a nice bay of windows, plantation shutters, two closets, one walk closet and a large bath with a jetted soaking tub, detailed tile work and granite two sink vanity. Fantastic location. Fantastic price!  Just a short walk to the "town center" shopping and just across from North Park! NO ASSOCIATION FEES! Hurry…this one is available immediately and awaits its new family!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6541476	2-Story	Traditional	BrickExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	1-CarGarage, DetachedGar, GarDoorOpner, 1-CarParking, StreetParkng, DrivewayPrk	FullBasement		9Ft+Ceiling, CeilngFan(s), CableTVWired, WhirlPool/Ho, BayWindow, StallShower, EnrgyEfficntWdws	Sidewalks, StreetLights, Fencing, ExteriorLght		13 x 12	13 x 10	24 x 12	18 x 13	18 x 13	13 x 12	13 x 11		N	Conv	N		211	05/29/2015	601182615	16				False		False	False	False				N			0 x 0	
6542692	TREND	STL	120 Wyndham Pl, Robbinsville, NJ	2	1.0	$169,872	$162,000	04/24/2015	05/29/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	28	1,047	5	N	N	N	$4,433	0.00	2014	154400	Y	M	08691-3128		27	Exceptionally clean and very tastefully decorated and freshly painted and updated second floor condo in Wyndham facing private area lined by trees for privacy. New flooring in entrance foyer with steps leading to large living room which is bright and airy. Sliders between formal dining room and living room lead to deck with gorgeous view and has two storage closets. The heater and A/C unit are only 2 years old. Off the formal dining room is an updated kitchen with tile flooring, maple cabinets, new countertops, and state of art appliances. The bathroom has been totally updated. The master bedroom is spacious and has a walk in closet with built in shelving. The second bedroom is used as a guest room. All closets have extra shelving. Washer and Dryer are in separate closet in hall which also has extra shelving for storage. Prime location. Close to all shopping and major highways. You'll be surprised how beautifully this unit shows.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6542692	1-Story	Colonial	BrickExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer, 100-150AmpEl	NoGarage, ParkingLot	NoBasement	AccessPanel		Sidewalks, StreetLights, UndrgrndElec	2	19 x 14	11 x 9	10 x 10		14 x 12	10 x 10			N	Cash	N		211	06/13/2015	601184238	27				False		False	False	False				N				
6542918	TREND	STL	4 Beverly Ct, Robbinsville, NJ	3	3.0	$309,900	$291,000	04/10/2015	05/18/2015	Mercer County	Robbinsville Twp	Sharon Mews	Robbinsville Twp	28	1,644		N	N	N	$7,881	0.05	2014	274500	Y	M	08691-1332		15	One of a kind 3 BR 3 Ba home featuring an impressive Mahogany foyer entrance with a porcelain foyer. Beautiful upgraded kitchen with stainless appliances. Upstairs office with arched custom stained glass windows that overlook the downstairs spacious living room.  Fenced in yard with EP Henry paver patio. Crown moldings throughout and so much more. Come be the next lucky owner.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6542918	2-Story	Colonial	VinylExt	GasHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	NoGarage, 2-CarParking, DrivewayPrk	NoBasement		Skylight(s), Cathedral/Va, Stain/LeadGl			18 x 16		18 x 12		20 x 16	12 x 11	15 x 13		N	Conv	N		211	05/19/2015	601184464	15				False		False	False	False				N				
6548236	TREND	STL	15 Devon Ct, Robbinsville, NJ	2	1.1	$214,000	$205,000	05/15/2015	06/30/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	27	1,192	6	Y	N	N	$6,331	0.04	2014	220500	Y	M	08691-3101		42	Bancroft model townhome in desirable FoxMoor. Adorable and convenient location on cul-de-sac and close to pool and tennis courts. Rear deck back to woods and provides peaceful views. Foyer entry to large living room with fireplace, bright and open main level floor plan. Newer paint and carpet in 2013, replacement windows and dining room slider installed in 2010.   2nd level features 2 nice size bedroom, with large jack and Jill bathroom featuring soaking tub an separate shower. Adorable community convenient to transportation, shopping and restaurants.  Seller including all appliances and a home warranty as well.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6548236	2-Story	Colonial	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	NoGarage, ParkingLot	NoBasement	PullDnStairs		Sidewalks, StreetLights		17 x 12	12 x 11	11 x 10		14 x 16	12 x 9			Y	Conv	N		211	07/15/2015	601189782	42				False	5000	False	False	False				N				
6549717	TREND	STL	11 Kettering Ct, Robbinsville, NJ	3	2.1	$205,000	$185,000	05/30/2015	06/18/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	29	1,460	7	N	N	N	$6,526	0.04	2014	227300	Y	M	08691-3105		52	OWNER WANTS ALL OFFERS!...Best buy in Foxmoor! Priced under market value!! 3 bedrooms 2.5 baths backing to woods. "As is" buyer responsible for all c/o violations. Minutes from the Hamilton Train Station and all major roadways. Walk to schools, shopping & Town Center!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6549717	2-Story	Colonial	VinylExt, WoodExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	NoGarage, 2-CarParking	NoBasement		CableTVWired, StallShower	Sidewalks, StreetLights, TennisCrt(s), LawnSprinklr, UndrgrndElec		0 x 0		0 x 0		0 x 0	0 x 0	0 x 0		N	Cash	N		211	07/03/2015	601191263	52				False		False	False	False				N				
6550485	TREND	STL	69 Tynemouth Ct, Robbinsville, NJ	2	1.1	$229,900	$225,000	06/10/2015	07/24/2015	Mercer County	Robbinsville Twp	Foxmoor	Robbinsville Twp	27	1,408	5	Y	N	N	$5,886	0.04	2014	205000	Y	M	08691-3115		62	LIGHT & BRIGHT!....Fabulous Townhome in Foxmoor. Updated in 2014 with a brand new kitchen, new flooring, new applicances, neutral paint.  Living room with beautiful fireplace.   French doors leading to a lovely yard with patio and grass area with vinyl fencing backing up to woods.  perfect for grilling or just enjoying those summer nights!  Upstairs you'll find 2 large bedrooms with huge closets, the new flooring continues throughout.  New heater, new AC, and new hot water heater.  Just unpack and move right in!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6550485	2-Story	OtherStyle	BrickExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer, 100-150AmpEl	NoGarage, Asgn/DeedPrk	NoBasement	PullDnStairs	CeilngFan(s)			21 x 12	14 x 8	11 x 11		17 x 21	17 x 13			Y	FHA 203(b)	N	Closing Costs	211	07/24/2015	601192031	62				False	5000	False	False	False				N				
6551176	TREND	STL	77 Wyndham Pl, Robbinsville, NJ	2	2.0	$189,900	$185,000	04/24/2015	06/30/2015	Mercer County	Robbinsville Twp	Wyndham Place	Robbinsville Twp	28	1,061		N	N	N	$4,588	0.00	2014	159800	Y	M	08691-3126		14	Location, location, location.  Serenity abounds in this breathtaking end unit which backs to a lovely wooded area making it the most secluded first floor condominium in the desirable Wyndham Place section of Foxmoor. This beautifully maintained 2 bedroom 2 full bath is move-in ready for all first-time home buyers or those looking to down-size.  The open and spacious floor plan allows you to host a variety of holiday and/or birthday festivities.  The living room, dining room and bedrooms boast gleaming hardwood floors.  The kitchen and bathrooms are tastefully tiled in neutral colors allowing one to add enriching accent colors. Crown molding and recessed lighting (on dimmers) put the exclamation point on this pristine unit.  Close to all major roadways, the Hamilton Train Station and just a minutes walk to award-winning schools, restaurants, shopping and public transportation.  A NECESSITY TO SEE!!!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6551176	1-Story	EndUnit/Row	VinylExt, BrickExt	GasHeat, CentralAir, GasHotWater, PublicWater, PublicSewer, 100-150AmpEl	NoGarage, ParkingLot	NoBasement		CableTVWired	Sidewalks, StreetLights, TennisCrt(s), LawnSprinklr, PlayEquipmnt	1	15 x 20	10 x 11	10 x 10		13 x 15	10 x 11			N	Cash	N		211	07/15/2015	601192722	14				False		False	False	False				N				
6553375	TREND	STL	58 Union St, Robbinsville, NJ	3	3.1	$415,000	$404,000	06/09/2015	07/24/2015	Mercer County	Robbinsville Twp	Washington Twn Ctr	Robbinsville Twp	8		7	N	Y	Y	$11,114	0.05	2014	387100	Y		08691-4207		56	One of only a handful in Town Center, this beautiful "Piano Nobles" townhome, reminiscent of a Georgetown brownstone, presents like a model. Meticulously maintained with a Pottery Barn flair, this property is sought-after for its unique walkout basement featuring full-size windows and front patio just below street level. In addition, a convenient full bath on this level gives an extended stay visitor plenty of privacy and their own outside access. The shadow box detailing on the exterior walls of the covered front entryway gives you a hint of the elegant details within.  Pristine honey colored oak flooring can be found throughout the main floor living areas which include the combined living and dining rooms and spacious family room, currently serving as the main dining area.  Nine foot ceilings on the first floor are highlighted with extra large crown molding detail and pleasing paint colors on the walls.  Custom upgraded blinds and window treatments cover all of the windows, and upgraded light fixtures serve to brighten the home in the evening hours.  The eat-in kitchen with 42" cabinetry has a double wide pantry as well as a coat closet.  The open concept floor plan is ideal for entertaining.  Hardwood flooring continues up the stairs and through the second level landing and hallway, where the laundry area is conveniently tucked behind a set of double doors.  Two bedrooms on the right side share a full bath. Each features crown molding and one offers a quaint bay window with petite shadow box detailing. The spacious Master Bedroom is flooded with natural light and features crown molding, a generous walk-in closet and private Master Bath with Jacuzzi soaking tub, double sink vanity and shower stall.  This home features a brand new upgraded central AC unit, and is northeast facing, with a one car garage and side parking pad.  No Association Fee!  Beautifully presented and ready for you to call home.	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6553375	2-Story	Colonial	BrickExt	GasHeat, HotWaterHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	1-CarGarage, DetachedGar, 1-CarParking, StreetParkng	FullBasement		SecuritySys, 9Ft+Ceiling, CeilngFan(s), CableTVWired, StallShower	Sidewalks, StreetLights, Fencing		14 x 12	14 x 10	18 x 9	17 x 14	18 x 13	13 x 11	13 x 12		N	Conv	N		211	07/24/2015	601194921	56				False		False	False	False				N				
6555114	TREND	STL	73 Robbinsville Edinburg Rd, Robbinsville, NJ	5	2.1	$425,000	$400,000	06/18/2015	07/24/2015	Mercer County	Robbinsville Twp	None Available	Robbinsville Twp	54	2,176		Y	Y	Y	$12,345	1.28	2014	430000	Y		08691-3008		64	Pride of Ownership! Charm & Heritage is found throughout this Spacious Clean & Bright 5 Bedroom, 2 1/2 Bath Custom Built Brick Front Colonial that is nestled within a Premium 1.25 acre lot in Desirable Robbinsville Township. The Foyer greets you with beautiful original hardwood flooring that flows into most of the 1st Floor. The Spacious Family Room area features a ventless gas fireplace with white mantle around, plenty of windows allowing for natural lighting & wood trim. Kitchen with Breakfast Room contains plenty of counter space, under-cabinet lighting, rich maple upgraded cabinets with hardware, vented built in microwave, ceiling fan with light and a window overlooking the Private Secluded Backyard. Breakfast Room offers upgraded light plus entrances to the Backyard or the Breezeway that flows into the 2-car garage. Living Room/Den area include more space for entertaining family & friends which is adjacent to the 1st Floor Powder Room. Hardwood floors flow up the stairs and throughout the entire 2nd Floor. Each of the 5 Nicely Sized Bedroom's offer a ceiling fan with light, plenty of closet space, wood-trim & hallway access to the 2 Full Baths! The Full Partially Finished Basement offers additional space to grow within the Great Room, additional storage area, laundry room area & workshop space! The over-sized 2-car garage is completely insulated and contains 220 service and a mounted natural gas heater, plus two openers. The Backyard includes a 32,000 gallon in-ground pool with professional landscaping around & a fire pit. Underground electric service provides lighting and power to the Picnic Grove, nearest the Private wooded perimeter destined as Preserved Forest Land. Outbuildings handle all the seasonal needs and shelter all your lawn equipment & outdoor toys! Additional Features Include: Circular Driveway offers more room for parking! Central A/C is 2-zone; Uniform Radiant Heat is 1-zone, All windows except the DR have been replaced, Includes a 1 year HSA Home & Pool Warranty. Great Location! Close to all major highways, public transportation, parks, shopping & restaurants. Excellent School District! Simply a Classic - Quality construction only found in a generation passed; and the level of craftsmanship only a contractor would build for himself!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6555114	2-Story	Colonial	BrickExt	GasHeat, RadiantHeat, CentralAir, GasHotWater, OnSitWell/Sp, PublicSewer	2-CarGarage, Att/BuiltInG, InsideAccess, GarDoorOpner, Oversizedgar, 3+CarParking, DrivewayPrk	FullBasement	AccessPanel	CeilngFan(s), CableTVWired, StallShower			13 x 11	14 x 11	11 x 11	25 x 13	13 x 12	11 x 11	11 x 11	11 x 11	N	Conv	N		211	07/24/2015	601196660	64				False		False	False	False				N			20 x 13	
6556036	TREND	STL	112 Burnet Cres, Robbinsville, NJ	3	2.1	$419,000	$419,000	04/24/2015	06/30/2015	Mercer County	Robbinsville Twp	Washington Twn Ctr	Robbinsville Twp	13	1,920	7	Y	Y	Y	$10,959	0.08	2014	381700	Y		08691-4170		7	A rare find in Town Center! An abundance of natural light fills this tastefully appointed end unit row, tucked in a quiet street. Over 1900 square feet of living space make it one of the largest model row homes in the community. Enter to find glistening hardwood floors throughout the main level. The kitchen features corian counters, 42" oak cabinets, some newer appliances, and a large pantry. Recessed lighting, as well as a gas fireplace in the family room add to the ambiance of the main level. Upstairs features neutral carpeting. The spacious master bedroom provides an ensuite bath featuring double sinks, a whirlpool tub, and a large walk-in closet. The remaining bedrooms each have a double closet. There is the added convenience of an upstairs laundry room, and you can also enjoy the view from the second floor covered balcony. Enjoy the low maintenance of the fully fenced, professionally landscaped back yard with a spacious trex deck. A one car garage, in addition to a dedicated driveway provides private parking for 2 vehicles. Additional features include ceiling fans in all bedrooms, a full basement with high ceilings just waiting to be finished, a sprinkler system, and 2 zone HVAC. Enjoy the Town Center lifestyle where you can walk to shops and restaurants but are still a short drive to many other retail and dining establishments. The close proximity to several major interstates and the Hamilton train station make this an ideal location for commuters. Make your appointment to view this lovely home while it's still available -you definitely don't want to miss this one!	http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6556036	2-Story	EndUnit/Row	VinylExt	GasHeat, HotAirHeat, CentralAir, GasHotWater, PublicWater, PublicSewer	1-CarGarage, DetachedGar, 2-CarParking	FullBasement	AccessPanel	9Ft+Ceiling, CeilngFan(s)	Sidewalks, StreetLights, Fencing, ExteriorLght		13 x 11	15 x 13	19 x 11	17 x 14	16 x 14	12 x 11	11 x 10		N	VA	N		211	07/15/2015	601197582	7				False		False	False	False				N				
